Species,Area, startbio, startbio,interbio[1], interbio[2], finalbio[1], finalbio[2],min(yr), max(yr), max(ct), ct[1], ct[nyr], length(r), exp(mean(log(r))),sd(log(r)), min(r), quantile005r,quantile025r, median(r), quantile075r,quantile095r, max(r), exp(mean(log(k))), sd(log(k)),min(k), quantile(k, quantile(k, mediank,quantilek75, quantilek95), maxk,expmeanlog(msy))), sd(log(msy)), min(msy),quantile05msy, quantilemsy25, median(msy),quantilemsy75, quantilemsyr95, max(msy)
Decapterus spp,"Pacific, Northwest",0.5,0.9,0,1,0.3,0.7,1950,2012,645640,1000,584977,1593,0.886877224,0.204125614,0.553790426,0.628441475,0.760337162,0.890500436,1.033168718,1.229394324,1.541127108,2600441.407,0.1896835,1405759.32,1878709.04,2255780.109,2637586.549,3064979.987,3422851.338,3510984.642,576568.0641,0.091241055,478762.9383,503104.8016,533869.1499,572700.6294,623052.6075,666686.5352,685649.8191
Sardinops caeruleus,"Pacific, Eastern Central",0.5,0.9,0,1,0.01,0.4,1950,2012,729223,339105,287506,592,0.816609018,0.238559325,0.543136552,0.574134406,0.661966427,0.808661705,0.994187802,1.207617881,1.274214988,2430690.825,0.197302284,1640081.11,1756185.688,2074053.165,2438341.502,2906148.512,3235811.546,3307874.477,496231.0121,0.046388395,442878.8021,458407.2121,479623.4755,497010.1511,515679.3235,531845.5564,544970.9091
Clupea pallasii,"Pacific, Northwest",0.3,0.6,0,1,0.3,0.7,1950,2012,525800,303400,405846,414,1.053370075,0.328991102,0.53803959,0.600428227,0.825751644,1.099800186,1.404582007,1.652988559,1.749910356,1574732.904,0.266097514,1054495.259,1094031.614,1243807.345,1525107.903,1928910.438,2502043.515,2648030.703,414694.1291,0.065084748,355988.9737,369137.0092,395712.2636,419160.1201,435970.9121,456672.8883,465873.3192
Decapterus spp,"Pacific, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,588093,3200,584630,2051,1.020799039,0.284105317,0.554980634,0.653824766,0.801795042,1.018502347,1.299748044,1.614451384,1.79932389,2293629.246,0.261482895,1290290.021,1487012.101,1845940.981,2331804.377,2884296.454,3367706.574,3481176.096,585333.6323,0.08766998,480228.8967,509868.333,545051.2693,582832.843,631141.392,672233.3323,689921.2451
Cololabis saira,"Pacific, Northwest",0.5,0.9,0,1,0.3,0.7,1950,2012,622119,203500,460961,2214,1.001179792,0.298078881,0.536648631,0.633769741,0.784598491,0.977955413,1.280356111,1.646445506,1.793839714,1906389.564,0.259764459,1120660.433,1224329.961,1539086.8,1969875.662,2398441.911,2726572.538,2820682.996,477159.6769,0.090945464,376952.5123,405277.6511,447030.1225,479947.5504,514482.3731,546946.2489,557800.517
Sprattus sprattus,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,982776,45300,373489,471,0.603861505,0.081035328,0.526318017,0.540122471,0.562976961,0.599574678,0.640759347,0.697779034,0.790865691,3510538.672,0.06384345,2864104.629,3130484.825,3351217.346,3533551.22,3710519.151,3832644.289,3859966.887,529969.7912,0.019128421,507892.5298,513772.1339,522064.4399,529777.5087,537562.5049,546656.7957,566280.5215
Sardina pilchardus,"Atlantic, Eastern Central",0.5,0.9,0,1,0.3,0.7,1950,2012,1118073,111600,749716,1410,0.908514913,0.266057364,0.550325058,0.614638042,0.735859399,0.882558418,1.090738304,1.469782669,1.77654616,3722270.845,0.231039433,2081666.004,2424393.508,3174628.188,3818767.026,4534189.481,5111920.995,5235566.876,845434.6434,0.069219112,709842.1299,744106.9282,803853.491,853913.6463,895697.2671,929554.5907,944349.897
Micromesistius poutassou,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,2419291,22000,375649,143,0.727641203,0.217259525,0.540468626,0.562772611,0.610717174,0.69343888,0.825638204,1.125350709,1.292851501,8222115.238,0.150847935,5438168.561,6032325.384,7544189.487,8485982.617,9305964.758,9825051.021,9905843.774,1495687.456,0.066975303,1338449.444,1372257.823,1420101.576,1476717.906,1561514.071,1697197.925,1757686.097
Engraulis japonicus,"Pacific, Northwest",0.5,0.9,0,1,0.3,0.7,1950,2012,1937750,302000,1296383,588,0.797103953,0.237668327,0.554761626,0.588510053,0.663022387,0.760647885,0.924135482,1.270670463,1.630325389,7526100.256,0.215716882,3887357.514,4914604.394,6670222.561,7885608.056,8966114.891,9682034.627,9880660.871,1499771.065,0.039944516,1346676.615,1390756.51,1457140.361,1509838.462,1552744.176,1581790.005,1602266.583
Engraulis ringens,"Pacific, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,13059900,1100,4692855,396,0.566463941,0.041226863,0.528031333,0.537161613,0.548225695,0.561025177,0.58117867,0.613532237,0.652135178,51289892.91,0.029901137,46289976.15,48380201.32,50280814.87,51712593.65,52616730.2,53147292.3,53335391.3,7263468.715,0.013601458,7036146.718,7100411.871,7185860.811,7269411.882,7336862.729,7418447.873,7546830.463
Ammodytes spp,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,1242671,0,106864,1912,0.05787536,0.643409922,0.010799639,0.020153647,0.038266643,0.05708816,0.084832937,0.173046095,0.548901979,23546225.97,0.259509479,6027019.656,13804677.09,21154252.29,25423328.84,28489750.49,30461820.1,30887969.04,340686.578,0.431012381,83253.75992,150908.5342,262586.1605,371848.7421,464490.5032,608245.5025,827060.7549
Sardinops sagax,"Pacific, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,6509301,0,399,2790,0.049258453,0.603959792,0.010021061,0.016048422,0.033110018,0.052481795,0.073498036,0.124997736,0.330718765,70102125.12,0.119158368,36332340.24,55136994.23,65998714.62,72438480.03,76786137.84,79517144.9,80169484.92,863280.5549,0.512936636,198093.1463,316369.7094,625887.732,943460.3322,1261889.259,1723541.354,3003946.669
Sardinops melanostictus,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,5428922,225600,269972,3043,0.052208106,0.556445461,0.01130636,0.019582224,0.035961453,0.055083281,0.075488543,0.124749392,0.305966549,68320356.08,0.124762716,36659910.29,53228163.46,63913785.9,70799337.68,75449859.24,78322657.34,79038284.89,891719.0931,0.458826998,223270.2468,377600.0627,661778.5007,969553.0304,1251267.613,1669221.474,2804176.557
Mallotus villosus,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,3773808,4100,973164,3282,0.050556054,0.569754228,0.010281522,0.018424524,0.035072671,0.052422508,0.073308679,0.126132704,0.277335893,56188892.2,0.19237232,23837732.98,38186292.02,50872798.85,59384280.85,65434287.41,68879827.43,69706751.99,710172.1664,0.419424291,179107.0738,311829.5265,553204.2906,777749.4632,979952.1398,1206519.355,1652764.738
Clupea harengus,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,3736100,1846700,1649564,4050,0.05592176,0.633491156,0.010069862,0.018605977,0.036521665,0.058403255,0.08719889,0.150928939,0.296741638,81026893.14,0.297609237,27426904.37,44975215.26,67942697.11,87562732.48,103355105.3,113907051.4,116183223.9,1132791.609,0.402915097,289866.9749,511650.9921,887848.8601,1264565.994,1556907.679,1791907.234,2125835.225
Sardinops ocellatus,"Atlantic, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,1515900,163000,134922,5157,0.052410101,0.533588101,0.011058969,0.019805684,0.036793441,0.056303794,0.076667077,0.114470235,0.206382561,19141396.92,0.161484406,10035857.54,14011550.73,17309057.86,19907114.04,21874483.69,23095021.79,23365926.76,250800.6379,0.418931665,64219.83445,110955.424,191655.2192,276216.6344,348852.2692,420595.7155,546245.6969
Ammodytes spp,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,1242671,0,106864,1677,0.056643485,0.655767638,0.011256373,0.019504333,0.036678187,0.056833226,0.085147349,0.177366429,0.540053248,23730520.75,0.264672863,6108587.674,13650699.38,21046489.32,25951362.36,28804014.78,30539493.09,30904080.5,336044.8511,0.439896283,86664.55624,145145.6478,256078.4813,368905.114,462677.6046,610011.1924,824740.6542
Brevoortia patronus,"Atlantic, Western Central",0.5,0.9,0,1,0.3,0.7,1950,2012,982888,197452,578693,3149,0.066940178,0.72035426,0.010528442,0.020072038,0.041296961,0.065476893,0.106591458,0.227718656,0.533024195,26786644.98,0.464218342,4959458.315,10605833.67,20493369.84,30572643.13,38987919.03,44834730.88,46128352.29,448275.6978,0.355733868,120704.1019,211238.7126,369596.7419,499305.5931,592547.157,657804.5043,729251.0757
Clupea harengus,"Atlantic, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,970560,219647,200405,3642,0.054756175,0.605090977,0.01025935,0.019216441,0.036811291,0.056114503,0.081892506,0.147679457,0.295628729,14287530.55,0.264975831,5333482.522,8328459.546,12258885.58,15342980.21,17727074.5,19112260.34,19416414.8,195582.6312,0.394689447,49512.27247,89344.97866,155199.3895,216144.2114,265925.5425,312422.6312,394726.8195
Trisopterus esmarkii,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,877910,0,32919,3505,0.050304495,0.560801289,0.010470836,0.018669553,0.034696191,0.052492518,0.073899909,0.12297743,0.255389457,12329505.28,0.176099896,5585667.764,8619792.645,11270974.73,12975844.67,14153355.24,14884814.79,15062458.85,155057.3848,0.425294837,39409.67894,67798.11383,119712.5891,169872.1077,215433.9157,266213.862,356630.1648
Engraulis encrasicolus,Mediterranean and Black Sea,0.5,0.9,0,1,0.01,0.4,1950,2012,718306,132500,299704,2851,0.0557074,0.661240074,0.01021013,0.018758813,0.035792742,0.055419729,0.084683829,0.178595131,0.379720858,15202887.63,0.308633553,4391996.449,7787362.965,13143451.43,16792355.67,19221257.68,20786070.29,21113621.59,211728.3342,0.409781517,53796.70579,93188.68908,166477.466,231781.5703,291848.473,352690.295,416933.1655
Anchoa nasus,"Pacific, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,706167,0,12022,3890,0.064247085,0.750217307,0.010003419,0.016373495,0.039002101,0.069620873,0.106650549,0.201721361,0.554616928,1391408.036,0.115291851,834909.0261,1103792.992,1306885.697,1435683.764,1524789.637,1581010.027,1595634.721,22348.47742,0.660420183,3960.649258,6266.778889,14583.75351,24943.36649,36276.17926,56264.01777,115763.6698
Trachurus spp,"Atlantic, Eastern Central",0.5,0.9,0,1,0.01,0.4,1950,2012,567621,600,246030,1923,0.065129506,0.696572939,0.010355553,0.020833782,0.040974878,0.063725137,0.10134532,0.224190392,0.500208505,9829871.146,0.344213801,2572269.654,4716467.116,8319175.486,10890346.82,12896455.91,14127892.46,14399132.55,160053.6633,0.408613972,37125.4931,69989.38882,126183.5857,177495.5413,216416.6147,265434.8191,321667.7894
Trachurus japonicus,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,553400,71600,202816,3430,0.05444035,0.685212148,0.010057119,0.016572278,0.034747302,0.055298274,0.087016687,0.171514863,0.424418836,11637720.16,0.32773912,3159298.532,5862651.241,9623630.224,12818746.61,15185372.42,16625419.98,16981757.71,158390.3896,0.424612777,41610.4136,66261.45615,124575.2184,177921.7272,221699.2974,256571.4362,335216.451
Sardinella aurita,"Atlantic, Eastern Central",0.5,0.9,0,1,0.01,0.4,1950,2012,453410,18000,223566,2385,0.068791321,0.757432141,0.010385707,0.020075928,0.041450519,0.065702134,0.111909198,0.274263775,0.615680035,8443435.431,0.341673121,2061653.923,4027938.81,7174017.751,9472613.035,10886127.12,11850603.51,12054155.76,145208.7697,0.469453643,31229.19776,57465.57427,109741.1384,159745.6039,205400.9453,274307.5889,317329.7898
Engraulis mordax,"Pacific, Eastern Central",0.5,0.9,0,1,0.01,0.4,1950,2012,424397,2213,79016,4757,0.046105319,0.592541821,0.010026566,0.015718108,0.031130488,0.049676452,0.069054362,0.114491645,0.224936145,4107981.341,0.134956161,2360530.867,3107870.811,3808342.719,4268948.57,4574259.776,4769148.446,4816806.274,47349.94801,0.490395655,11832.67762,18190.98021,34829.70499,52439.68107,69016.44558,89979.60204,132742.1786
Mallotus villosus,"Atlantic, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,367250,24500,31845,4708,0.047579241,0.579168929,0.010004438,0.016995135,0.032408504,0.050478329,0.070306125,0.118791792,0.240161529,2967725.842,0.165304547,1573502.352,2109992.824,2706819.603,3106449.937,3387760.773,3569259.184,3617235.408,35300.53578,0.452627042,8920.344554,14755.94285,26621.15193,38581.13564,50035.72785,63060.32616,94473.68284
Boreogadus saida,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,348100,200,54,4696,0.0523606,0.554662574,0.011427755,0.019766408,0.035932022,0.055153039,0.076653939,0.125127639,0.251055347,1559410.956,0.138402181,980222.8004,1183597.073,1430291.734,1610696.124,1750403.629,1833839.797,1853567.806,20412.92316,0.446489496,5290.515735,8824.473481,15149.56675,22077.91249,28559.12139,37575.40228,61522.54387
Clupea pallasii,"Pacific, Northeast",0.3,0.6,0,1,0.01,0.4,1950,2012,340229,209899,43693,4279,0.047560028,0.509030696,0.010379713,0.0185068,0.033907066,0.051164689,0.067789219,0.10072365,0.194414386,8197805.738,0.21058806,3088468.575,5511690.715,7263901.949,8599486.387,9718729.989,10488126.67,10653689.56,97471.96723,0.382984718,27601.52518,46489.23843,77507.81778,103974.1404,128062.2759,168213.3114,213375.2494
Stephanolepis cirrhifer,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,327516,0,1419,3260,0.048193538,0.586530218,0.010072262,0.016857043,0.032944812,0.051509127,0.071285954,0.116267707,0.310751254,3092366.735,0.108361651,1678619.907,2493631.977,2919320.693,3191305.392,3358849.577,3467847.53,3495060.898,37258.0231,0.504395595,8726.959676,14343.53588,27315.27424,40784.49834,54640.77261,72874.86464,130408.3102
Exocoetidae,"Pacific, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,298373,0,6166,3808,0.065140201,0.69130461,0.010050729,0.020254859,0.040989427,0.06717956,0.101738569,0.201771563,0.675249256,481750.43,0.121501295,329000.8464,380211.7898,442426.2799,495773.5054,534406.3105,557488.5972,563254.8147,7845.330014,0.590414285,1411.014767,2753.728767,5350.261071,8353.22985,11612.76347,19355.34158,55539.39421
Sardinella spp,"Atlantic, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,285589,23200,74250,2820,0.051532857,0.582502693,0.010796052,0.018390611,0.035374881,0.053270278,0.075986477,0.130654929,0.29205408,4258224.792,0.222814354,1674952.573,2712294.978,3777011.2,4547811.995,5079735.815,5403294.253,5480852.759,54859.62181,0.407850614,14750.64533,24235.02479,43207.07387,59992.0248,75423.55079,89777.24819,122294.1832
Sardina pilchardus,"Atlantic, Northeast",0.3,0.6,0,1,0.01,0.4,1950,2012,270000,145000,95934,2959,0.05521634,0.588008024,0.010294243,0.019373801,0.037677945,0.056939103,0.081599119,0.137960499,0.322826131,10302162.39,0.351987408,2379167.126,5223283.221,8384151.122,11202006.96,13707816.96,15399120.31,15752017.35,142211.9248,0.339129729,40535.39679,71116.92679,119314.0235,154770.035,181766.4506,217344.3976,230821.9399
Micromesistius australis,"Atlantic, Southwest",0.5,0.9,0,1,0.01,0.4,1950,2012,257919,0,10056,2367,0.057518803,0.633896112,0.010502918,0.019269527,0.037942492,0.058690958,0.086175339,0.161273589,0.452693425,2663626.314,0.189031184,956185.2644,1822547.056,2449910.206,2810458.199,3068296.039,3237398.313,3267136.121,38302.14908,0.481068258,8550.95899,15158.43722,28339.37185,41649.19733,54603.52462,74170.24933,108214.6956
Sardinella aurita,"Atlantic, Western Central",0.5,0.9,0,1,0.01,0.4,1950,2012,201403,17000,42344,1860,0.06114786,0.741795475,0.010255297,0.018100843,0.036979729,0.059943348,0.096699074,0.226126414,0.792711021,2846226.021,0.31752417,607318.9877,1496354.655,2427992.338,3141578.363,3659719.152,3941172.62,3999351.213,43510.1576,0.471933696,10197.29908,17316.99001,32474.62898,47681.02163,61129.08463,83091.69695,120357.1137
Pseudopentaceros wheeleri,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,178300,0,0,4030,0.055415731,0.578479442,0.010128089,0.018759674,0.037868025,0.061567978,0.084311067,0.125490146,0.238007503,768026.0249,0.064642367,581713.1885,676170.7729,740697.8917,780752.4004,809280.5007,825811.1301,829874.3231,10640.18091,0.531883967,2097.133944,3841.105651,7533.98803,11890.89331,16063.49694,21509.67791,34613.02585
Clupeoidei,"Indian Ocean, Western",0.5,0.9,0,1,0.01,0.4,1950,2012,133271,22800,60905,2496,0.062872943,0.701254714,0.010670055,0.020185787,0.03974704,0.060514488,0.096432037,0.214663744,0.550838417,2192326.809,0.334799124,561001.2897,1105991.534,1850485.406,2432693.782,2849181.469,3115419.348,3167713.375,34459.50979,0.418957788,8432.760563,14956.77247,27325.83026,37421.77341,46793.49085,59688.6817,77255.26556
Clupeonella cultriventris,Mediterranean and Black Sea,0.3,0.6,0,1,0.01,0.4,1950,2012,133152,84400,9290,3765,0.051204028,0.555660406,0.010824816,0.018723191,0.035910378,0.053686401,0.075098952,0.118468946,0.279756502,2958532.868,0.272586337,940523.6015,1713933.829,2562597.159,3189633.593,3667442.93,4002223.071,4082321.041,37872.20015,0.37013766,11022.29391,17891.31687,30683.75528,41347.47578,49805.07272,60826.29825,70881.40072
Engraulis encrasicolus,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,129900,29100,23639,3879,0.052538498,0.54099954,0.010556084,0.018799791,0.036996976,0.056779543,0.07684903,0.114904154,0.2437254,2030087.756,0.178874181,900625.2161,1425271.142,1816747.758,2123271.241,2354853.282,2500209.012,2534577.421,26664.44014,0.415071896,6682.121497,11492.07337,20853.39077,29291.76122,36781.4904,44253.34036,59157.97974
Cetengraulis mysticetus,"Pacific, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,123277,0,9958,2189,0.063785498,0.711305514,0.010036431,0.019380408,0.039225141,0.064186137,0.099538334,0.216019052,0.639913188,1160288.194,0.242018099,334653.5344,705314.5175,1044991.015,1252635.082,1391813.555,1477350.235,1493142.409,18502.39008,0.510433413,3737.582892,6967.266912,13343.67288,20280.3786,26691.69057,37636.77762,53537.30249
Trachurus spp,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,113400,52800,28217,3051,0.057230781,0.606630897,0.010302629,0.019711942,0.038255257,0.058304303,0.08754433,0.149950729,0.321521302,2240207.454,0.272123625,754358.5855,1302993.458,1910424.69,2412327.654,2795456.462,3034786.633,3083661.58,32052.20557,0.391892851,7938.899022,14482.94206,25406.57522,35552.7327,43712.05813,50194.26424,60635.58866
Decapterus maruadsi,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,111231,8700,26263,2071,0.054234188,0.60563249,0.010885871,0.01921444,0.03628083,0.055562426,0.080429834,0.145861081,0.34280943,2475961.134,0.269402318,754597.119,1439903.801,2175048.254,2664285.712,3058933.41,3290752.438,3335299.372,33570.43564,0.392358731,9041.00027,15340.46458,26663.07691,37340.37057,45643.07041,53327.20597,64825.85609
Engraulidae,"Atlantic, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,103046,0,0,3948,0.053792443,0.576437113,0.010391672,0.018221146,0.037163628,0.058563342,0.080751143,0.12329445,0.296432174,262899.2049,0.070853423,189985.0125,228322.9938,252131.1753,267727.4119,278248.6224,285186.9044,286697.7443,3535.497616,0.523550381,744.7001232,1284.402377,2550.20293,3905.05653,5270.187029,7072.366007,14079.41759
Gobiidae,Mediterranean and Black Sea,0.5,0.9,0,1,0.01,0.4,1950,2012,97100,3500,14347,4673,0.048908737,0.524302622,0.010500752,0.01857826,0.034761242,0.05282843,0.07164133,0.10378607,0.205921564,1087291.933,0.115556636,646802.6488,873703.4104,1014017.148,1118264.591,1194217.372,1244137.262,1255844.008,13294.51883,0.451318941,3292.628486,5621.943728,9969.557555,14371.4584,18591.15634,25123.65048,36667.15589
Opisthonema libertate,"Pacific, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,89777,0,33089,2266,0.062014355,0.654289972,0.01033968,0.021106255,0.040055886,0.063167495,0.093304078,0.187152448,0.523344278,818808.4961,0.213434905,272239.4387,525409.648,741769.8578,871508.5147,964354.9526,1019388.914,1032659.168,12694.47018,0.479972209,2663.016062,5211.119361,9317.966093,13858.21605,17921.73157,24856.32825,35618.73813
Scorpaenidae,"Pacific, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,88368,8670,27993,2084,0.058422657,0.64255082,0.011685317,0.019603213,0.038294811,0.059025608,0.087888964,0.168880074,0.408186008,1392949.814,0.253549297,469597.7087,840855.9341,1224964.229,1498249.561,1694569.404,1819303.37,1841358.545,20344.95744,0.432770485,5370.567441,8669.977128,15558.0637,22149.41704,27993.16529,36150.45898,47920.80351
Sardinella lemuru,"Pacific, Western Central",0.5,0.9,0,1,0.01,0.4,1950,2012,85015,1200,26144,2415,0.056478706,0.639522664,0.011549242,0.018625414,0.037561088,0.057149677,0.084411046,0.163576283,0.474868304,1427952.396,0.234890746,441562.8685,891543.4367,1272987.112,1526147.788,1710780.128,1823771.01,1845503.908,20162.2259,0.447462601,5328.542807,8306.114634,15470.9065,21934.31848,27957.03492,36487.9656,52421.05266
Electrona carlsbergi,"Atlantic, Antarctic",0.5,0.9,0,1,0.01,0.4,1950,2012,71970,0,0,5390,0.058112285,0.627539356,0.010192423,0.019201015,0.037566914,0.062299339,0.092034017,0.150881313,0.273043371,158233.9894,0.036331587,140025.6082,147678.3554,154543.3314,159395.6235,163038.5418,165620.6115,166233.4688,2298.83469,0.60152422,423.4416888,786.8084359,1514.287787,2470.038862,3637.4187,5593.86047,9558.266013
Dussumieria acuta,"Pacific, Western Central",0.5,0.9,0,1,0.01,0.4,1950,2012,64153,100,28601,2866,0.054780026,0.642003962,0.010243239,0.017733843,0.036572363,0.05639991,0.080579653,0.161554706,0.345499613,1239874.873,0.267582954,399737.17,712389.65,1091646.538,1344392.002,1527723.73,1633756.202,1657453.673,16980.09455,0.42941515,4217.199918,7000.621373,13366.79724,18830.73269,23460.42444,28832.821,34527.25937
Trachurus spp,"Atlantic, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,63791,0,115,2705,0.050061273,0.566335559,0.010226058,0.017519694,0.035047998,0.052708696,0.073096764,0.121460991,0.226492613,486082.3909,0.140339639,271853.389,365533.0877,452419.0604,505820.0847,542426.5697,565030.2154,570260.3644,6083.475829,0.457819967,1449.739134,2462.504821,4662.825511,6696.393146,8597.139086,11104.64694,15393.19608
Moridae,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,58623,0,15950,2971,0.065470127,0.706014002,0.01035024,0.019826657,0.040573291,0.064262585,0.104593612,0.221014324,0.445143106,566535.2014,0.295006293,194727.7248,303347.9906,484541.7989,622230.0204,714382.3013,771501.8699,783618.4171,9272.782905,0.458269219,2025.577128,3738.237432,6979.233138,10237.79742,13068.964,16906.68911,21670.42608
Sardinella spp,"Indian Ocean, Eastern",0.5,0.9,0,1,0.01,0.4,1950,2012,56813,0,14858,1964,0.068072632,0.700426383,0.010953058,0.020659485,0.042684192,0.068620483,0.105050039,0.223471339,0.639693438,750759.1046,0.241368485,225321.5013,457746.9107,668525.3412,809292.3498,902237.6288,957611.3823,969550.4304,12776.53709,0.50048981,2648.950627,4832.556615,9308.055805,14131.91626,18247.45695,25480.77635,36034.17147
Arctoscopus japonicus,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,56700,10000,14321,2913,0.054639477,0.591166219,0.010406061,0.019343824,0.036859511,0.057155457,0.081042402,0.137338001,0.299825124,965751.9986,0.225327235,384536.3672,615517.9658,846272.8208,1027680.424,1160580.649,1239026.625,1257205.115,13192.04615,0.41526724,3268.188659,5831.961843,10182.51271,14640.45398,18270.70634,21795.876,28823.41602
Alosa pseudoharengus,"Atlantic, Northwest",0.3,0.6,0,1,0.01,0.4,1950,2012,54193,36472,2670,3833,0.047653795,0.508248094,0.010626569,0.018403029,0.034913713,0.050643511,0.068508679,0.098367675,0.220904405,1237580.936,0.197896673,472055.7311,860891.8324,1102107.033,1294911.039,1454851.066,1550526.899,1572705.776,14743.85713,0.388013706,4170.810278,6857.449717,11825.03185,15825.54257,19360.77984,25255.72985,32645.36102
Gobiidae,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,52254,8300,25893,2374,0.055640076,0.629982412,0.011134626,0.019004799,0.036193078,0.055511468,0.084203323,0.16261448,0.427258328,970036.6828,0.285734254,278166.7174,541327.3529,837889.4441,1051304.575,1213699.036,1310724.299,1330423.814,13493.2286,0.397797154,3698.445498,6124.395753,10578.08943,14821.89606,18394.88616,21873.50172,29712.26161
Eutrigla gurnardus,"Atlantic, Northeast",0.5,0.9,0,1,0.01,0.4,1950,2012,47580,0,1106,3921,0.055173826,0.60735057,0.010084816,0.018881911,0.036826234,0.059064214,0.082931979,0.145026092,0.317229269,201762.0774,0.106668819,130800.1813,162824.0857,189910.3661,207282.1237,219761.7086,227572.3404,229314.4324,2782.996424,0.522980257,578.1484729,1053.226074,1973.122411,3037.665612,4070.31593,5878.443359,10373.41148
Lampanyctodes hectoris,"Atlantic, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,42400,0,0,3480,0.048978639,0.582634504,0.010182283,0.016941651,0.032987072,0.052377131,0.07215499,0.121654733,0.271394404,157183.865,0.140448594,83161.28705,117581.094,145798.0103,163562.8897,175705.6662,183314.8605,184864.2039,1924.662927,0.473700142,469.4000777,761.0625276,1410.014199,2118.178761,2748.792742,3600.546855,5642.376974
Gerreidae,"Pacific, Eastern Central",0.5,0.9,0,1,0.01,0.4,1950,2012,39859,0,546,3935,0.047440443,0.585267575,0.010027064,0.016201587,0.032167377,0.050828714,0.069947868,0.116832247,0.268873683,211385.6445,0.147233783,112337.2569,157163.0322,194821.9146,220575.5442,237387.3114,248477.9095,250826.3604,2507.057173,0.472426932,623.7286979,992.3683306,1858.823254,2769.182559,3578.544572,4644.009703,7551.133008
Mallotus villosus,"Pacific, Northwest",0.5,0.9,0,1,0.01,0.4,1950,2012,38984,0,1524,4754,0.048182889,0.575403502,0.010063512,0.017005418,0.03320738,0.051062169,0.071157495,0.11672163,0.235308134,194930.6054,0.126435472,121877.9533,150556.214,180760.4513,201429.7273,215655.3891,224920.038,227217.3452,2348.079924,0.47750582,568.3619341,934.5004064,1739.622994,2569.580542,3379.477294,4438.893173,7169.71843
Gerreidae,"Atlantic, Western Central",0.5,0.9,0,1,0.01,0.4,1950,2012,36865,0,2300,2649,0.052585908,0.57883242,0.010850821,0.018601703,0.036157844,0.055149864,0.07819075,0.132939569,0.369489935,290303.5522,0.189777912,110858.1793,197295.2501,262579.2534,306435.4665,337709.246,356754.3196,360582.2749,3816.468969,0.428635191,972.5097444,1609.385449,2923.140086,4210.930857,5281.426652,6623.193448,10240.24535
Patagonotothen brevicauda,"Atlantic, Antarctic",0.5,0.9,0,1,0.01,0.4,1950,2012,36758,0,77,3416,0.051644028,0.568892117,0.010936676,0.018079341,0.035605169,0.05615789,0.076499547,0.120681181,0.247951147,166607.7307,0.074487136,118676.3274,143648.0628,160194.5676,169796.9207,176670.484,180863.5267,181869.6482,2151.073571,0.513439702,496.2018838,806.1975596,1536.496219,2365.992163,3163.740698,4314.006783,7356.482885
Synagrops japonicus,"Atlantic, Southeast",0.5,0.9,0,1,0.01,0.4,1950,2012,36377,0,0,5148,0.050376953,0.593285903,0.010002064,0.016589903,0.034146252,0.054436801,0.077704475,0.120017448,0.229901215,90147.56083,0.051960834,74510.33617,81462.94931,87257.04837,91212.90887,94142.08119,95877.61446,96305.54173,1135.339862,0.555428527,239.5952019,392.6598652,789.4098633,1231.985425,1737.063807,2452.276093,4282.504204
